# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.961181e+05	1.973727e+05	-3.153153e+02	-3.109573e+02	0.000000e+00	5	1.000000e+14
2.363353e+05	2.351289e+05	1.380644e+02	4.661261e+02	0.000000e+00	7	1.000000e+14
2.007452e+05	2.014630e+05	8.249162e+01	-4.403866e+02	0.000000e+00	6	1.000000e+14
2.435963e+04	2.393616e+04	7.693899e+01	1.357940e+02	0.000000e+00	1	1.000000e+14
5.974722e+05	5.996587e+05	-5.241048e+02	-5.681429e+02	0.000000e+00	10	1.000000e+14
7.631474e+04	7.708826e+04	-2.237740e+02	-1.619874e+02	0.000000e+00	2	1.000000e+14
3.823561e+05	3.807470e+05	2.326089e+02	5.729303e+02	0.000000e+00	9	1.000000e+14
1.770069e+05	1.775782e+05	-4.035742e+02	1.188895e+02	0.000000e+00	4	1.000000e+14
3.088741e+05	3.089098e+05	3.844858e+02	-4.013038e+02	0.000000e+00	8	1.000000e+14
1.241011e+05	1.233562e+05	2.184281e+01	3.516020e+02	0.000000e+00	3	1.000000e+14
